Driver,Team,Grid,Finishpos,FastestLap,AverageTime,pitstops
MAG,Haas F1 Team,5.0,8.0,0 days 00:01:38.015000,0 days 00:01:40.518428571,2
OCO,Racing Point,6.0,9.0,0 days 00:01:38.366000,0 days 00:01:40.674500,2
PER,Racing Point,8.0,10.0,0 days 00:01:38.300000,0 days 00:01:40.655632653,2
GRO,Haas F1 Team,9.0,11.0,0 days 00:01:38.244000,0 days 00:01:40.708354166,2
HUL,Renault,12.0,12.0,0 days 00:01:39.108000,0 days 00:01:41.113920,2
ERI,Sauber,10.0,13.0,0 days 00:01:37.931000,0 days 00:01:41.002020833,3
ALO,McLaren,16.0,14.0,0 days 00:01:39.590000,0 days 00:01:41.608959183,2
STR,Williams,14.0,15.0,0 days 00:01:39.435000,0 days 00:01:41.599326530,2
VAN,McLaren,15.0,16.0,0 days 00:01:39.922000,0 days 00:01:42.061680851,2
SAI,Renault,11.0,17.0,0 days 00:01:39.731000,0 days 00:01:42.484040816,2
SIR,Williams,13.0,18.0,0 days 00:01:39.838000,0 days 00:01:41.878466666,2
GAS,Toro Rosso,17.0,19.0,0 days 00:01:44.071000,0 days 00:01:44.977000,1
HAR,Toro Rosso,20.0,20.0,0 days 00:01:45.852000,0 days 00:01:47.073000,2
HAM,Mercedes,1.0,1.0,0 days 00:01:32.785000,0 days 00:01:34.483446808,2
BOT,Mercedes,2.0,2.0,0 days 00:01:33.110000,0 days 00:01:34.753148936,2
VER,Red Bull Racing,3.0,3.0,0 days 00:01:33.367000,0 days 00:01:34.700319148,2
RIC,Red Bull Racing,15.0,4.0,0 days 00:01:33.187000,0 days 00:01:34.814934782,2
RAI,Ferrari,4.0,5.0,0 days 00:01:34.223000,0 days 00:01:35.584787234,2
VET,Ferrari,8.0,6.0,0 days 00:01:32.318000,0 days 00:01:35.433627906,2
PER,Racing Point,9.0,7.0,0 days 00:01:34.073000,0 days 00:01:36.139088888,2
GRO,Haas F1 Team,5.0,8.0,0 days 00:01:34.786000,0 days 00:01:36.322804347,2
OCO,Racing Point,11.0,9.0,0 days 00:01:34.670000,0 days 00:01:36.326755555,2
SAI,Renault,13.0,10.0,0 days 00:01:34.197000,0 days 00:01:36.698340909,2
GAS,Toro Rosso,7.0,11.0,0 days 00:01:34.133000,0 days 00:01:36.962681818,2
ERI,Sauber,20.0,12.0,0 days 00:01:36.294000,0 days 00:01:37.779478260,2
HAR,Toro Rosso,6.0,13.0,0 days 00:01:34.857000,0 days 00:01:37.457136363,2
ALO,McLaren,18.0,14.0,0 days 00:01:33.943000,0 days 00:01:37.435288888,2
VAN,McLaren,19.0,15.0,0 days 00:01:35.023000,0 days 00:01:37.439711111,2
SIR,Williams,17.0,16.0,0 days 00:01:33.985000,0 days 00:01:37.268976744,3
STR,Williams,14.0,17.0,0 days 00:01:33.354000,0 days 00:01:36.696853658,3
LEC,Sauber,10.0,18.0,0 days 00:01:34.515000,0 days 00:01:37.799156250,3
HUL,Renault,16.0,19.0,0 days 00:01:34.934000,0 days 00:01:37.855066666,2
MAG,Haas F1 Team,12.0,20.0,0 days 00:01:39.908000,0 days 00:01:41.289333333,2
RAI,Ferrari,2.0,1.0,0 days 00:01:38.482000,0 days 00:01:39.816830188,1
VER,Red Bull Racing,18.0,2.0,0 days 00:01:38.246000,0 days 00:01:39.711470588,1
HAM,Mercedes,1.0,3.0,0 days 00:01:37.392000,0 days 00:01:39.721811320,2
VET,Ferrari,5.0,4.0,0 days 00:01:38.280000,0 days 00:01:39.970538461,1
BOT,Mercedes,3.0,5.0,0 days 00:01:38.470000,0 days 00:01:40.349792452,1
HUL,Renault,7.0,6.0,0 days 00:01:39.548000,0 days 00:01:41.404584905,1
SAI,Renault,11.0,7.0,0 days 00:01:39.858000,0 days 00:01:41.495716981,1
PER,Racing Point,10.0,8.0,0 days 00:01:39.569000,0 days 00:01:41.536803921,1
HAR,Toro Rosso,20.0,9.0,0 days 00:01:39.915000,0 days 00:01:42.096117647,1
ERI,Sauber,16.0,10.0,0 days 00:01:40.098000,0 days 00:01:42.098137254,1
VAN,McLaren,17.0,11.0,0 days 00:01:39.240000,0 days 00:01:41.979941176,2
GAS,Toro Rosso,19.0,12.0,0 days 00:01:39.646000,0 days 00:01:42.388882352,2
SIR,Williams,14.0,13.0,0 days 00:01:40.522000,0 days 00:01:42.691019607,2
STR,Williams,15.0,14.0,0 days 00:01:40.433000,0 days 00:01:42.753937500,3
LEC,Sauber,9.0,15.0,0 days 00:01:41.982000,0 days 00:01:43.114692307,2
RIC,Red Bull Racing,4.0,16.0,0 days 00:01:40.933000,0 days 00:01:41.608750,0
GRO,Haas F1 Team,8.0,17.0,0 days 00:02:09.819000,0 days 00:02:09.819000,0
ALO,McLaren,13.0,18.0,0 days 00:02:13.811000,0 days 00:02:13.811000,0
OCO,Racing Point,6.0,19.0,0 days 00:01:39.992000,0 days 00:01:41.491942307,1
MAG,Haas F1 Team,12.0,20.0,0 days 00:01:38.963000,0 days 00:01:41.514980769,1
VER,Red Bull Racing,2.0,1.0,0 days 00:01:19.186000,0 days 00:01:21.044290322,2
VET,Ferrari,4.0,2.0,0 days 00:01:19.522000,0 days 00:01:21.196177419,2
RAI,Ferrari,6.0,3.0,0 days 00:01:20.334000,0 days 00:01:21.849645161,1
HAM,Mercedes,3.0,4.0,0 days 00:01:20.728000,0 days 00:01:22.132032258,2
BOT,Mercedes,5.0,5.0,0 days 00:01:18.741000,0 days 00:01:21.879807017,3
HUL,Renault,7.0,6.0,0 days 00:01:20.637000,0 days 00:01:23.893482758,1
LEC,Sauber,9.0,7.0,0 days 00:01:20.537000,0 days 00:01:23.962071428,1
VAN,McLaren,15.0,8.0,0 days 00:01:21.921000,0 days 00:01:24.356098360,1
ERI,Sauber,10.0,9.0,0 days 00:01:22.440000,0 days 00:01:24.490050,1
GAS,Toro Rosso,20.0,10.0,0 days 00:01:22.755000,0 days 00:01:24.301283333,2
OCO,Racing Point,11.0,11.0,0 days 00:01:22.629000,0 days 00:01:24.521540983,2
STR,Williams,17.0,12.0,0 days 00:01:22.983000,0 days 00:01:24.509450,2
SIR,Williams,19.0,13.0,0 days 00:01:22.640000,0 days 00:01:24.693650,1
HAR,Toro Rosso,14.0,14.0,0 days 00:01:22.438000,0 days 00:01:24.401000,2
MAG,Haas F1 Team,16.0,15.0,0 days 00:01:21.874000,0 days 00:01:24.902688524,1
GRO,Haas F1 Team,18.0,16.0,0 days 00:01:21.370000,0 days 00:01:24.649135593,2
RIC,Red Bull Racing,1.0,17.0,0 days 00:01:19.462000,0 days 00:01:21.596690909,1
PER,Racing Point,13.0,18.0,0 days 00:01:23.545000,0 days 00:01:24.774636363,1
SAI,Renault,8.0,19.0,0 days 00:01:22.386000,0 days 00:01:24.275160,1
ALO,McLaren,12.0,20.0,0 days 00:01:24.197000,0 days 00:01:24.620500,0
HAM,Mercedes,1.0,1.0,0 days 00:01:11.795000,0 days 00:01:13.304779411,1
VER,Red Bull Racing,5.0,2.0,0 days 00:01:11.578000,0 days 00:01:13.133582089,1
RAI,Ferrari,4.0,3.0,0 days 00:01:11.769000,0 days 00:01:13.330176470,1
RIC,Red Bull Racing,11.0,4.0,0 days 00:01:11.343000,0 days 00:01:13.282573529,1
BOT,Mercedes,3.0,5.0,0 days 00:01:10.540000,0 days 00:01:13.258687500,2
VET,Ferrari,2.0,6.0,0 days 00:01:10.831000,0 days 00:01:13.342861538,2
LEC,Sauber,7.0,7.0,0 days 00:01:12.082000,0 days 00:01:13.854250,1
GRO,Haas F1 Team,8.0,8.0,0 days 00:01:12.362000,0 days 00:01:13.964823529,1
MAG,Haas F1 Team,10.0,9.0,0 days 00:01:12.206000,0 days 00:01:13.964970588,1
PER,Racing Point,12.0,10.0,0 days 00:01:12.472000,0 days 00:01:14.371238805,1
HAR,Toro Rosso,16.0,11.0,0 days 00:01:12.949000,0 days 00:01:15.107761194,1
SAI,Renault,15.0,12.0,0 days 00:01:12.169000,0 days 00:01:14.812738461,2
GAS,Toro Rosso,9.0,13.0,0 days 00:01:13.822000,0 days 00:01:15.193179104,1
VAN,McLaren,20.0,14.0,0 days 00:01:12.968000,0 days 00:01:15.119984848,1
OCO,Racing Point,18.0,15.0,0 days 00:01:12.352000,0 days 00:01:14.423047619,2
SIR,Williams,14.0,16.0,0 days 00:01:14.262000,0 days 00:01:15.550787878,1
ALO,McLaren,17.0,17.0,0 days 00:01:12.643000,0 days 00:01:15.083609375,2
STR,Williams,19.0,18.0,0 days 00:01:11.751000,0 days 00:01:15.256051724,2
HUL,Renault,13.0,19.0,0 days 00:01:14.029000,0 days 00:01:15.393310344,0
ERI,Sauber,6.0,20.0,0 days 00:01:15.281000,0 days 00:01:16.489312500,1
HAM,Mercedes,1.0,1.0,0 days 00:01:41.357000,0 days 00:01:43.699775510,1
VET,Ferrari,3.0,2.0,0 days 00:01:40.867000,0 days 00:01:43.487125,1
VER,Red Bull Racing,6.0,3.0,0 days 00:01:41.909000,0 days 00:01:43.721229166,1
RIC,Red Bull Racing,5.0,4.0,0 days 00:01:41.249000,0 days 00:01:43.805000,1
BOT,Mercedes,2.0,5.0,0 days 00:01:40.953000,0 days 00:01:44.111063829,2
SAI,Renault,11.0,6.0,0 days 00:01:41.351000,0 days 00:01:44.862625,1
LEC,Sauber,8.0,7.0,0 days 00:01:42.876000,0 days 00:01:45.449693877,1
PER,Racing Point,14.0,8.0,0 days 00:01:42.816000,0 days 00:01:45.248520833,1
GRO,Haas F1 Team,7.0,9.0,0 days 00:01:43.195000,0 days 00:01:46.204458333,1
MAG,Haas F1 Team,13.0,10.0,0 days 00:01:42.822000,0 days 00:01:46.056191489,1
ALO,McLaren,15.0,11.0,0 days 00:01:42.393000,0 days 00:01:46.106978723,1
HAR,Toro Rosso,16.0,12.0,0 days 00:01:44.174000,0 days 00:01:46.832625,1
STR,Williams,20.0,13.0,0 days 00:01:44.033000,0 days 00:01:46.553021276,1
VAN,McLaren,18.0,14.0,0 days 00:01:43.249000,0 days 00:01:46.518723404,1
SIR,Williams,19.0,15.0,0 days 00:01:43.831000,0 days 00:01:46.812787234,1
GAS,Toro Rosso,17.0,16.0,0 days 00:01:43.988000,0 days 00:01:46.310615384,1
OCO,Racing Point,9.0,17.0,0 days 00:01:43.591000,0 days 00:01:46.135729729,1
ERI,Sauber,12.0,18.0,0 days 00:01:46.077000,0 days 00:01:47.282944444,0
RAI,Ferrari,4.0,19.0,0 days 00:01:45.198000,0 days 00:01:45.198000,0
HUL,Renault,10.0,20.0,,,0
BOT,Mercedes,2.0,1.0,0 days 00:01:25.580000,0 days 00:01:27.884672727,1
HAM,Mercedes,1.0,2.0,0 days 00:01:26.057000,0 days 00:01:28.210963636,1
VER,Red Bull Racing,4.0,3.0,0 days 00:01:26.256000,0 days 00:01:28.253309090,1
VET,Ferrari,3.0,4.0,0 days 00:01:27.954000,0 days 00:01:28.967517857,1
LEC,Ferrari,5.0,5.0,0 days 00:01:26.926000,0 days 00:01:28.861454545,1
MAG,Haas F1 Team,7.0,6.0,0 days 00:01:28.182000,0 days 00:01:29.318745454,1
HUL,Renault,11.0,7.0,0 days 00:01:28.444000,0 days 00:01:29.549600,1
RAI,Alfa Romeo Racing,9.0,8.0,0 days 00:01:28.270000,0 days 00:01:29.405462962,1
STR,Racing Point,16.0,9.0,0 days 00:01:27.568000,0 days 00:01:29.448074074,1
KVY,Toro Rosso,15.0,10.0,0 days 00:01:27.448000,0 days 00:01:29.317207547,1
GAS,Red Bull Racing,17.0,11.0,0 days 00:01:27.229000,0 days 00:01:29.428907407,1
NOR,McLaren,8.0,12.0,0 days 00:01:28.555000,0 days 00:01:30.190629629,1
PER,Racing Point,10.0,13.0,0 days 00:01:28.485000,0 days 00:01:30.157240740,1
ALB,Toro Rosso,13.0,14.0,0 days 00:01:28.188000,0 days 00:01:30.216518518,1
GIO,Alfa Romeo Racing,14.0,15.0,0 days 00:01:28.479000,0 days 00:01:30.418666666,1
RUS,Williams,19.0,16.0,0 days 00:01:28.713000,0 days 00:01:31.304686274,2
KUB,Williams,20.0,17.0,0 days 00:01:29.284000,0 days 00:01:31.843760869,3
GRO,Haas F1 Team,6.0,18.0,0 days 00:01:28.462000,0 days 00:01:30.353307692,1
RIC,Renault,12.0,19.0,0 days 00:01:29.848000,0 days 00:01:30.497076923,1
SAI,McLaren,18.0,20.0,0 days 00:01:30.899000,0 days 00:01:31.466250,0
HAM,Mercedes,3.0,1.0,0 days 00:01:33.528000,0 days 00:01:36.557300,2
BOT,Mercedes,4.0,2.0,0 days 00:01:34.209000,0 days 00:01:36.912372549,2
LEC,Ferrari,1.0,3.0,0 days 00:01:33.411000,0 days 00:01:36.377697674,2
VER,Red Bull Racing,5.0,4.0,0 days 00:01:35.311000,0 days 00:01:37.122596153,2
VET,Ferrari,2.0,5.0,0 days 00:01:34.895000,0 days 00:01:36.684180,3
NOR,McLaren,9.0,6.0,0 days 00:01:35.777000,0 days 00:01:37.749411764,2
RAI,Alfa Romeo Racing,8.0,7.0,0 days 00:01:35.589000,0 days 00:01:37.666060,2
GAS,Red Bull Racing,13.0,8.0,0 days 00:01:35.291000,0 days 00:01:37.678820,2
ALB,Toro Rosso,12.0,9.0,0 days 00:01:36.752000,0 days 00:01:38.076080,2
PER,Racing Point,14.0,10.0,0 days 00:01:36.330000,0 days 00:01:38.020469387,2
GIO,Alfa Romeo Racing,16.0,11.0,0 days 00:01:35.237000,0 days 00:01:38.107367346,2
KVY,Toro Rosso,15.0,12.0,0 days 00:01:34.934000,0 days 00:01:37.801895833,2
MAG,Haas F1 Team,6.0,13.0,0 days 00:01:35.892000,0 days 00:01:38.706080,2
STR,Racing Point,18.0,14.0,0 days 00:01:37.037000,0 days 00:01:38.546720,2
RUS,Williams,19.0,15.0,0 days 00:01:37.313000,0 days 00:01:39.737660,2
KUB,Williams,20.0,16.0,0 days 00:01:37.903000,0 days 00:01:40.295693877,2
HUL,Renault,17.0,17.0,0 days 00:01:35.215000,0 days 00:01:37.656880,2
RIC,Renault,10.0,18.0,0 days 00:01:36.697000,0 days 00:01:38.291647058,1
SAI,McLaren,7.0,19.0,0 days 00:01:35.586000,0 days 00:01:37.854468085,3
GRO,Haas F1 Team,11.0,20.0,0 days 00:01:37.262000,0 days 00:01:38.841642857,1
HAM,Mercedes,2.0,1.0,0 days 00:01:35.892000,0 days 00:01:37.549980392,2
BOT,Mercedes,1.0,2.0,0 days 00:01:34.872000,0 days 00:01:37.671313725,2
VET,Ferrari,3.0,3.0,0 days 00:01:34.836000,0 days 00:01:37.650800,2
VER,Red Bull Racing,5.0,4.0,0 days 00:01:36.143000,0 days 00:01:37.895300,2
LEC,Ferrari,4.0,5.0,0 days 00:01:34.860000,0 days 00:01:37.944180,2
GAS,Red Bull Racing,6.0,6.0,0 days 00:01:34.742000,0 days 00:01:38.616875,3
RIC,Renault,7.0,7.0,0 days 00:01:38.632000,0 days 00:01:39.939269230,1
PER,Racing Point,12.0,8.0,0 days 00:01:38.702000,0 days 00:01:39.947711538,1
RAI,Alfa Romeo Racing,13.0,9.0,0 days 00:01:37.812000,0 days 00:01:39.925823529,1
ALB,Toro Rosso,0.0,10.0,0 days 00:01:38.901000,0 days 00:01:40.273433962,1
GRO,Haas F1 Team,10.0,11.0,0 days 00:01:36.873000,0 days 00:01:39.753306122,2
STR,Racing Point,16.0,12.0,0 days 00:01:36.678000,0 days 00:01:39.879000,2
MAG,Haas F1 Team,9.0,13.0,0 days 00:01:37.471000,0 days 00:01:39.911081632,2
SAI,McLaren,14.0,14.0,0 days 00:01:37.502000,0 days 00:01:39.665980392,2
GIO,Alfa Romeo Racing,19.0,15.0,0 days 00:01:38.048000,0 days 00:01:40.067520,2
RUS,Williams,17.0,16.0,0 days 00:01:37.283000,0 days 00:01:41.370957446,2
KUB,Williams,18.0,17.0,0 days 00:01:39.772000,0 days 00:01:42.012294117,1
NOR,McLaren,15.0,18.0,0 days 00:01:38.346000,0 days 00:01:40.002863636,3
KVY,Toro Rosso,11.0,19.0,0 days 00:01:37.975000,0 days 00:01:40.142382352,3
HUL,Renault,8.0,20.0,0 days 00:01:39.677000,0 days 00:01:41.579461538,1
BOT,Mercedes,1.0,1.0,0 days 00:01:44.024000,0 days 00:01:46.488000,1
HAM,Mercedes,2.0,2.0,0 days 00:01:44.166000,0 days 00:01:46.367695652,1
VET,Ferrari,3.0,3.0,0 days 00:01:44.629000,0 days 00:01:46.589565217,1
VER,Red Bull Racing,4.0,4.0,0 days 00:01:44.794000,0 days 00:01:46.662043478,1
LEC,Ferrari,8.0,5.0,0 days 00:01:43.009000,0 days 00:01:47.158309523,2
PER,Racing Point,5.0,6.0,0 days 00:01:45.524000,0 days 00:01:47.854239130,1
SAI,McLaren,9.0,7.0,0 days 00:01:45.807000,0 days 00:01:47.987478260,1
NOR,McLaren,7.0,8.0,0 days 00:01:45.394000,0 days 00:01:48.002000,2
STR,Racing Point,13.0,9.0,0 days 00:01:46.009000,0 days 00:01:48.223369565,1
RAI,Alfa Romeo Racing,0.0,10.0,0 days 00:01:46.479000,0 days 00:01:48.533222222,1
ALB,Toro Rosso,11.0,11.0,0 days 00:01:45.754000,0 days 00:01:48.388071428,1
GIO,Alfa Romeo Racing,17.0,12.0,0 days 00:01:45.969000,0 days 00:01:48.425534883,1
MAG,Haas F1 Team,12.0,13.0,0 days 00:01:46.682000,0 days 00:01:49.041204545,2
HUL,Renault,15.0,14.0,0 days 00:01:47.407000,0 days 00:01:49.515372093,2
RUS,Williams,16.0,15.0,0 days 00:01:47.251000,0 days 00:01:50.474279069,2
KUB,Williams,0.0,16.0,0 days 00:01:47.709000,0 days 00:01:51.006500,3
GAS,Red Bull Racing,0.0,17.0,0 days 00:01:45.712000,0 days 00:01:47.799000,0
GRO,Haas F1 Team,14.0,18.0,0 days 00:01:48.517000,0 days 00:01:50.476882352,1
KVY,Toro Rosso,6.0,19.0,0 days 00:01:47.681000,0 days 00:01:49.018148148,1
RIC,Renault,10.0,20.0,0 days 00:01:46.767000,0 days 00:01:49.091111111,1
HAM,Mercedes,2.0,1.0,0 days 00:01:18.492000,0 days 00:01:21.611178571,2
BOT,Mercedes,1.0,2.0,0 days 00:01:18.737000,0 days 00:01:21.761200,2
VER,Red Bull Racing,4.0,3.0,0 days 00:01:19.769000,0 days 00:01:21.934454545,2
VET,Ferrari,3.0,4.0,0 days 00:01:19.820000,0 days 00:01:21.952722222,2
LEC,Ferrari,5.0,5.0,0 days 00:01:20.002000,0 days 00:01:22.225696428,2
GAS,Red Bull Racing,6.0,6.0,0 days 00:01:20.536000,0 days 00:01:22.625660714,2
MAG,Haas F1 Team,8.0,7.0,0 days 00:01:20.770000,0 days 00:01:23.172781818,2
SAI,McLaren,12.0,8.0,0 days 00:01:20.859000,0 days 00:01:23.474418181,2
KVY,Toro Rosso,9.0,9.0,0 days 00:01:20.726000,0 days 00:01:23.153472727,2
GRO,Haas F1 Team,7.0,10.0,0 days 00:01:21.057000,0 days 00:01:23.059660714,2
ALB,Toro Rosso,11.0,11.0,0 days 00:01:21.028000,0 days 00:01:23.355964912,2
RIC,Renault,13.0,12.0,0 days 00:01:20.615000,0 days 00:01:23.546660714,2
HUL,Renault,0.0,13.0,0 days 00:01:21.282000,0 days 00:01:23.768071428,1
RAI,Alfa Romeo Racing,14.0,14.0,0 days 00:01:21.382000,0 days 00:01:23.936245614,2
PER,Racing Point,15.0,15.0,0 days 00:01:21.859000,0 days 00:01:23.831771929,2
GIO,Alfa Romeo Racing,18.0,16.0,0 days 00:01:21.833000,0 days 00:01:24.609245283,2
RUS,Williams,19.0,17.0,0 days 00:01:22.382000,0 days 00:01:25.388823529,2
KUB,Williams,17.0,18.0,0 days 00:01:23.202000,0 days 00:01:26.067428571,2
STR,Racing Point,16.0,19.0,0 days 00:01:23.226000,0 days 00:01:24.322428571,1
NOR,McLaren,10.0,20.0,0 days 00:01:22.561000,0 days 00:01:24.243390243,1
HAM,Mercedes,1.0,1.0,0 days 00:01:16.167000,0 days 00:01:17.633136986,1
VET,Ferrari,4.0,2.0,0 days 00:01:16.277000,0 days 00:01:17.607375,1
BOT,Mercedes,2.0,3.0,0 days 00:01:15.163000,0 days 00:01:17.540225352,2
VER,Red Bull Racing,3.0,4.0,0 days 00:01:16.229000,0 days 00:01:17.642287671,1
GAS,Red Bull Racing,8.0,5.0,0 days 00:01:14.279000,0 days 00:01:17.126322033,2
SAI,McLaren,9.0,6.0,0 days 00:01:15.891000,0 days 00:01:18.415728571,1
KVY,Toro Rosso,7.0,7.0,0 days 00:01:16.288000,0 days 00:01:18.398115942,1
ALB,Toro Rosso,10.0,8.0,0 days 00:01:15.607000,0 days 00:01:18.376507246,1
RIC,Renault,6.0,9.0,0 days 00:01:15.697000,0 days 00:01:18.346953125,1
GRO,Haas F1 Team,13.0,10.0,0 days 00:01:16.746000,0 days 00:01:18.482309859,1
NOR,McLaren,12.0,11.0,0 days 00:01:16.413000,0 days 00:01:18.566579710,1
PER,Racing Point,16.0,12.0,0 days 00:01:16.613000,0 days 00:01:18.713757575,1
HUL,Renault,11.0,13.0,0 days 00:01:16.276000,0 days 00:01:18.734000,1
MAG,Haas F1 Team,5.0,14.0,0 days 00:01:16.992000,0 days 00:01:18.927869565,1
RUS,Williams,19.0,15.0,0 days 00:01:17.038000,0 days 00:01:18.976552238,1
STR,Racing Point,17.0,16.0,0 days 00:01:16.379000,0 days 00:01:19.083328358,1
RAI,Alfa Romeo Racing,14.0,17.0,0 days 00:01:16.436000,0 days 00:01:19.213363636,1
KUB,Williams,20.0,18.0,0 days 00:01:17.388000,0 days 00:01:19.226203125,1
GIO,Alfa Romeo Racing,18.0,19.0,0 days 00:01:16.299000,0 days 00:01:19.190746031,1
LEC,Ferrari,15.0,20.0,0 days 00:01:19.151000,0 days 00:01:20.378875,2
HAM,Mercedes,2.0,1.0,0 days 00:01:14.813000,0 days 00:01:16.050882352,1
VET,Ferrari,1.0,2.0,0 days 00:01:14.875000,0 days 00:01:16.049823529,1
LEC,Ferrari,3.0,3.0,0 days 00:01:14.356000,0 days 00:01:16.045402985,1
BOT,Mercedes,6.0,4.0,0 days 00:01:13.078000,0 days 00:01:16.311786885,2
VER,Red Bull Racing,9.0,5.0,0 days 00:01:14.767000,0 days 00:01:16.817632352,1
RIC,Renault,4.0,6.0,0 days 00:01:16.075000,0 days 00:01:17.193537313,1
HUL,Renault,7.0,7.0,0 days 00:01:15.995000,0 days 00:01:17.180044776,1
GAS,Red Bull Racing,5.0,8.0,0 days 00:01:16.157000,0 days 00:01:17.338328358,1
STR,Racing Point,17.0,9.0,0 days 00:01:16.043000,0 days 00:01:17.529059701,1
KVY,Toro Rosso,10.0,10.0,0 days 00:01:16.198000,0 days 00:01:17.588507462,1
SAI,McLaren,11.0,11.0,0 days 00:01:16.471000,0 days 00:01:17.594313432,1
PER,Racing Point,15.0,12.0,0 days 00:01:16.314000,0 days 00:01:17.702746268,1
GIO,Alfa Romeo Racing,12.0,13.0,0 days 00:01:16.365000,0 days 00:01:17.917409090,1
GRO,Haas F1 Team,14.0,14.0,0 days 00:01:16.245000,0 days 00:01:17.923409090,1
RAI,Alfa Romeo Racing,16.0,15.0,0 days 00:01:15.442000,0 days 00:01:17.636421875,2
RUS,Williams,18.0,16.0,0 days 00:01:17.241000,0 days 00:01:18.935318181,1
MAG,Haas F1 Team,0.0,17.0,0 days 00:01:17.309000,0 days 00:01:19.015863636,1
KUB,Williams,19.0,18.0,0 days 00:01:17.285000,0 days 00:01:19.377677419,2
ALB,Toro Rosso,13.0,19.0,0 days 00:01:17.151000,0 days 00:01:18.549596491,1
NOR,McLaren,8.0,20.0,0 days 00:01:18.023000,0 days 00:01:18.601666666,0
HAM,Mercedes,1.0,1.0,0 days 00:01:32.764000,0 days 00:01:35.022300,1
BOT,Mercedes,2.0,2.0,0 days 00:01:33.586000,0 days 00:01:35.265800,1
LEC,Ferrari,3.0,3.0,0 days 00:01:33.828000,0 days 00:01:35.285000,1
VER,Red Bull Racing,4.0,4.0,0 days 00:01:34.162000,0 days 00:01:35.557980,1
VET,Ferrari,7.0,5.0,0 days 00:01:32.740000,0 days 00:01:35.349891304,2
SAI,McLaren,6.0,6.0,0 days 00:01:34.561000,0 days 00:01:36.800460,1
RAI,Alfa Romeo Racing,12.0,7.0,0 days 00:01:34.950000,0 days 00:01:36.911020408,1
HUL,Renault,13.0,8.0,0 days 00:01:34.754000,0 days 00:01:36.879979591,1
NOR,McLaren,5.0,9.0,0 days 00:01:35.197000,0 days 00:01:37.036428571,1
GAS,Red Bull Racing,9.0,10.0,0 days 00:01:35.150000,0 days 00:01:36.917145833,1
RIC,Renault,8.0,11.0,0 days 00:01:34.873000,0 days 00:01:36.888795918,1
PER,Racing Point,14.0,12.0,0 days 00:01:35.014000,0 days 00:01:36.959816326,1
STR,Racing Point,17.0,13.0,0 days 00:01:34.924000,0 days 00:01:37.049265306,1
KVY,Toro Rosso,19.0,14.0,0 days 00:01:35.225000,0 days 00:01:37.242020408,1
ALB,Toro Rosso,11.0,15.0,0 days 00:01:35.029000,0 days 00:01:37.247645833,1
GIO,Alfa Romeo Racing,10.0,16.0,0 days 00:01:35.115000,0 days 00:01:37.243829787,2
MAG,Haas F1 Team,15.0,17.0,0 days 00:01:35.692000,0 days 00:01:37.837448979,1
KUB,Williams,18.0,18.0,0 days 00:01:36.608000,0 days 00:01:39.253062500,1
RUS,Williams,20.0,19.0,0 days 00:01:35.830000,0 days 00:01:38.604355555,2
GRO,Haas F1 Team,16.0,20.0,0 days 00:01:35.691000,0 days 00:01:37.880666666,1
VER,Red Bull Racing,2.0,1.0,0 days 00:01:07.475000,0 days 00:01:08.926044117,1
LEC,Ferrari,1.0,2.0,0 days 00:01:07.994000,0 days 00:01:09.105200,1
BOT,Mercedes,3.0,3.0,0 days 00:01:08.565000,0 days 00:01:09.345685714,1
VET,Ferrari,9.0,4.0,0 days 00:01:07.676000,0 days 00:01:08.836000,2
HAM,Mercedes,4.0,5.0,0 days 00:01:08.050000,0 days 00:01:09.148588235,1
NOR,McLaren,5.0,6.0,0 days 00:01:08.699000,0 days 00:01:09.920328358,1
GAS,Red Bull Racing,8.0,7.0,0 days 00:01:08.790000,0 days 00:01:10.058882352,1
SAI,McLaren,19.0,8.0,0 days 00:01:08.117000,0 days 00:01:10.091424242,1
RAI,Alfa Romeo Racing,6.0,9.0,0 days 00:01:09.126000,0 days 00:01:10.283308823,1
GIO,Alfa Romeo Racing,7.0,10.0,0 days 00:01:09.051000,0 days 00:01:10.216626865,1
PER,Racing Point,13.0,11.0,0 days 00:01:09.061000,0 days 00:01:10.237880597,1
RIC,Renault,12.0,12.0,0 days 00:01:08.019000,0 days 00:01:10.168681818,1
HUL,Renault,15.0,13.0,0 days 00:01:09.248000,0 days 00:01:10.332000,1
STR,Racing Point,14.0,14.0,0 days 00:01:09.288000,0 days 00:01:10.380567164,1
ALB,Toro Rosso,18.0,15.0,0 days 00:01:08.946000,0 days 00:01:10.304833333,1
GRO,Haas F1 Team,11.0,16.0,0 days 00:01:08.987000,0 days 00:01:10.468686567,1
KVY,Toro Rosso,16.0,17.0,0 days 00:01:09.498000,0 days 00:01:10.796441176,1
RUS,Williams,0.0,18.0,0 days 00:01:09.926000,0 days 00:01:11.131716417,1
MAG,Haas F1 Team,10.0,19.0,0 days 00:01:08.903000,0 days 00:01:10.867596774,3
KUB,Williams,17.0,20.0,0 days 00:01:10.964000,0 days 00:01:12.142476923,1
HAM,Mercedes,2.0,1.0,0 days 00:01:27.369000,0 days 00:01:29.895510638,1
BOT,Mercedes,1.0,2.0,0 days 00:01:27.406000,0 days 00:01:29.958711111,2
LEC,Ferrari,3.0,3.0,0 days 00:01:29.313000,0 days 00:01:30.657978260,2
